정류소명,X좌표,Y좌표,경유노선수,경유노선
지산시영아파트1단지건너,12837.7797,3549.3246,2,"401, 수성1-1"
수성고등학교건너,12837.606562,3549.378572,2,"401, 수성1"
수성고등학교앞,12837.5568,3549.3882,2,"401, 수성1-1"
불교한방병원건너2,12837.4544,3549.4263,2,"401, 수성1-1"
한샘교회건너,12837.5336,3549.6094,4,"410, 564, 수성1-1, 수성3-1"
지산중학교입구,12837.6297,3549.5667,2,"564, 수성3-1"
동아스포츠센터(지산중학교앞),12837.7686,3549.5434,3,"564, 급행3, 수성3-1"
지산청구타운건너,12838.023736,3549.455786,5,"403, 564, 814, 급행3, 수성3-1"
지산청구타운앞,12838.0355,3549.4586,5,"403, 564, 814, 급행3, 수성3"
지산한라타운앞,12838.200705,3549.379748,4,"403, 564, 814, 수성3-1"
지산한라타운건너,12838.2499,3549.366,4,"403, 564, 814, 수성3"
동아백화점수성점건너,12838.41777,3549.236644,13,"204, 401, 403, 524, 564, 814, 급행3, 수성1, 수성1-1, 수성3-1, 수성4, 순환3, 순환3-1"
동아백화점수성점앞,12838.426064,3549.24555,10,"403, 524, 564, 814, 급행3, 수성1-1, 수성3, 수성4, 순환3, 순환3-1"
범물청구맨션건너,12838.547222,3549.163966,13,"204, 401, 403, 524, 564, 814, 급행3, 수성1, 수성1-1, 수성3-1, 수성4, 순환3, 순환3-1"
범물청구맨션앞,12838.562173,3549.166127,13,"204, 401, 403, 524, 564, 814, 급행3, 수성1, 수성1-1, 수성3, 수성4, 순환3, 순환3-1"
범물두성타운건너,12838.9303,3548.9099,1,814
범물1동행정복지센터앞,12838.74393,3549.078812,12,"204, 401, 403, 524, 564, 급행3, 수성1, 수성1-1, 수성3-1, 수성4, 순환3, 순환3-1"
범물1동행정복지센터건너,12838.759088,3549.103709,12,"204, 401, 403, 524, 564, 급행3, 수성1, 수성1-1, 수성3, 수성4, 순환3, 순환3-1"
동아스포츠센터(지산초교앞),12837.881571,3549.54229,3,"564, 급행3, 수성3"
지산화성파크드림,12837.648,3549.6277,2,"564, 수성3"
지산동서맨션앞,12838.0129,3549.5233,4,"204, 403, 449, 814"
지산동서맨션건너,12838.01687,3549.579555,4,"204, 403, 449, 814"
대구지방경찰청,12838.013511,3549.718628,4,"204, 403, 449, 814"
교통연수원,12837.7919,3549.8115,4,"204, 403, 449, 814"
교통연수원건너,12837.8372,3549.7922,4,"204, 403, 449, 814"
수성아트피아건너,12837.5418,3549.8223,4,"204, 403, 449, 814"
수성아트피아앞,12837.6507,3549.8219,4,"204, 403, 449, 814"
수성대학교앞,12839.0057,3551.3998,20,"100, 100-1, 234, 309, 349, 399, 425, 449, 509, 609, 649, 724, 840, 849-1, 909, 937, 939, 990, 991, 수성3"
수성대학교건너,12839.0828,3551.3817,20,"100, 100-1, 234, 309, 349, 399, 425, 449, 509, 609, 649, 724, 840, 849, 909, 937, 939, 990, 991, 수성3-1"
도시철도담티역(3번출구),12839.2372,3551.278,18,"100, 100-1, 309, 349, 399, 449, 509, 609, 649, 724, 840, 849-1, 909, 937, 939, 990, 991, 수성3"
도시철도담티역(1번출구),12839.23043,3551.303005,18,"100, 100-1, 309, 349, 399, 449, 509, 609, 649, 724, 840, 849, 909, 937, 939, 990, 991, 수성3-1"
대륜중고등학교앞,12839.4426,3551.1988,18,"100, 100-1, 309, 349, 399, 449, 509, 609, 649, 724, 840, 849-1, 909, 937, 939, 990, 991, 수성3"
대륜중고등학교건너,12839.4762,3551.2089,18,"100, 100-1, 309, 349, 399, 449, 509, 609, 649, 724, 840, 849, 909, 937, 939, 990, 991, 수성3-1"
만촌태왕리더스건너,12838.93298,3551.763151,4,"399, 849, 909, 순환3-1"
만촌태왕리더스앞1,12838.9367,3551.8075,5,"399, 524, 849-1, 909, 순환3"
무열대앞,12838.970361,3552.085026,4,"399, 849, 909, 순환3-1"
무열대건너,12838.9478,3552.0853,5,"399, 524, 849-1, 909, 순환3"
청기와주유소앞,12838.8745,3552.6559,8,"156, 323-1, 518, 55, 555, 651, 708, 849"
망우당공원건너,12839.4602,3552.5521,11,"156, 518, 55, 555, 651, 708, 808, 814, 849, 급행5, 북구3"
만촌3차화성파크드림건너,12839.129554,3551.214571,2,"234, 425"
대청초등학교건너,12839.1445,3551.0309,2,"234, 425"
한도아파트앞,12839.2436,3551.0417,2,"234, 425"
만촌우방1차앞,12839.304,3551.012,2,"234, 425"
만촌우방1차건너,12839.3654,3550.9944,2,"234, 425"
담티고개1,12839.8945,3551.0531,18,"100, 100-1, 309, 349, 399, 449, 509, 609, 649, 724, 840, 849-1, 909, 937, 939, 990, 991, 수성3"
담티고개2,12839.9207,3551.0606,18,"100, 100-1, 309, 349, 399, 449, 509, 609, 649, 724, 840, 849, 909, 937, 939, 990, 991, 수성3-1"
방공포병학교앞,12840.1541,3550.8707,18,"100, 100-1, 309, 349, 399, 449, 509, 609, 649, 724, 840, 849-1, 909, 937, 939, 990, 991, 수성3"
방공포병학교건너,12840.2145,3550.8544,18,"100, 100-1, 309, 349, 399, 449, 509, 609, 649, 724, 840, 849, 909, 937, 939, 990, 991, 수성3-1"
연호동화훼단지1,12840.4264,3550.7206,18,"100, 100-1, 309, 349, 399, 449, 509, 609, 649, 724, 840, 849-1, 909, 937, 939, 990, 991, 수성3"
연호동화훼단지2,12840.4266,3550.742,18,"100, 100-1, 309, 349, 399, 449, 509, 609, 649, 724, 840, 849, 909, 937, 939, 990, 991, 수성3-1"
월드컵삼거리,12841.2415,3550.502,15,"100, 100-1, 309, 349, 399, 449, 509, 649, 724, 840, 849-1, 909, 937, 990, 991"
월드컵삼거리앞,12841.1662,3550.4986,15,"100, 100-1, 309, 349, 399, 449, 509, 649, 724, 840, 849, 909, 937, 990, 991"
고산농협창고앞,12841.3821,3550.5463,16,"100, 100-1, 309, 349, 399, 449, 509, 649, 724, 840, 849-1, 909, 937, 990, 991, 수성2"
고산농협창고건너,12841.3683,3550.5599,16,"100, 100-1, 309, 349, 399, 449, 509, 649, 724, 840, 849, 909, 937, 990, 991, 수성2"
고산2동행정복지센터건너,12841.705498,3550.564348,15,"100, 100-1, 309, 349, 399, 449, 509, 649, 724, 840, 909, 937, 990, 991, 수성2"
고산2동행정복지센터앞,12841.678401,3550.586722,15,"100, 100-1, 309, 349, 399, 449, 509, 649, 724, 840, 909, 937, 990, 991, 수성2"
안심교(경산방향),12843.0033,3551.5902,3,"719, 849, 980"
안심교(반야월방향),12843.0016,3551.6077,3,"719, 849-1, 980"
성동앞,12843.331,3551.3292,3,"719, 849, 980"
성동건너,12843.3232,3551.3544,3,"719, 849-1, 980"
고산역화성파크드림앞,12841.9235,3550.5295,15,"100, 100-1, 309, 349, 399, 449, 509, 649, 724, 840, 909, 937, 990, 991, 수성2"
고산역화성파크드림건너,12841.9876,3550.5356,15,"100, 100-1, 309, 349, 399, 449, 509, 649, 724, 840, 909, 937, 990, 991, 수성2"
대구농업마이스터고앞,12842.140567,3550.477033,15,"100, 100-1, 309, 349, 399, 449, 509, 649, 724, 840, 909, 937, 990, 991, 수성2"
대구농업마이스터고건너,12842.157484,3550.494512,15,"100, 100-1, 309, 349, 399, 449, 509, 649, 724, 840, 909, 937, 990, 991, 수성2"
신매광장앞,12842.4194,3550.4101,14,"100, 100-1, 309, 349, 399, 449, 509, 649, 724, 840, 909, 990, 991, 수성2"
신매광장건너,12842.4225,3550.428,14,"100, 100-1, 309, 349, 399, 449, 509, 649, 724, 840, 909, 990, 991, 수성2"
신매시장,12842.5438,3550.297,6,"349, 403, 609, 724, 849-1, 수성2"
신매초등학교건너,12842.5275,3550.2351,6,"349, 403, 609, 724, 849, 수성2"
신매초등학교앞,12842.5212,3550.1928,6,"349, 403, 609, 724, 849-1, 수성2"
시지중학교,12842.4633,3550.0141,7,"349, 403, 609, 724, 849-1, 937, 수성2"
고산도서관,12842.6537,3550.3005,14,"100, 100-1, 309, 399, 403, 449, 509, 609, 649, 840, 849-1, 909, 990, 991"
시지보성아파트앞,12842.7307,3550.287,14,"100, 100-1, 309, 399, 403, 449, 509, 609, 649, 840, 849, 909, 990, 991"
이마트경산점,12843.0876,3550.1729,13,"100, 100-1, 309, 399, 449, 509, 609, 649, 840, 849-1, 909, 990, 991"
사월역(4번출구),12843.044,3550.2027,13,"100, 100-1, 309, 399, 449, 509, 609, 649, 840, 849, 909, 990, 991"
대구시교육청건너,12836.8244,3551.4055,1,동구1-1
남산고등학교건너,12836.4969,3551.4132,1,가창2
화성쌍용타운건너,12836.7094,3551.8103,1,가창2
화성전문요양원앞,12836.4484,3549.8954,3,"240, 410-1, 가창2"
파동청구하이츠,12837.1843,3548.5606,6,"240, 304, 405, 413, 449, 가창2"
수성4가동행정복지센터앞,12836.991047,3551.822659,1,동구1-1
화성쌍용타운앞1,12836.8557,3551.7424,1,동구1-1
삼환맨션,12836.4865,3550.9997,1,가창2
들안길네거리2,12836.999,3550.4851,2,"403, 410"
들안길네거리1,12837.0075,3550.4947,2,"403, 410-1"
KT상동지사건너,12837.0094,3550.3609,2,"403, 410-1"
KT상동지사앞,12837.0003,3550.3605,2,"403, 410"
들안길1,12836.9995,3550.1972,2,"403, 410"
들안길2,12837.0117,3550.1755,2,"403, 410-1"
만촌2동행정복지센터,12838.831834,3551.609908,6,"399, 524, 849, 909, 937, 순환3-1"
구.남부정류장건너2,12838.9171,3551.4528,14,"100, 100-1, 309, 399, 449, 509, 609, 649, 840, 909, 939, 990, 991, 수성3"
고모역건너,12840.6852,3551.5029,1,수성2
가천동앞,12841.1192,3551.0846,1,수성2
시지천마타운앞,12842.4747,3550.0574,6,"349, 403, 609, 724, 849, 수성2"
화성파크뷰건너,12837.3388,3548.3983,7,"240, 304, 405, 413, 449, 가창2, 급행2"
경기장네거리2,12841.1166,3549.994,3,"403, 609, 939"
경기장네거리1,12841.0941,3549.9738,3,"403, 609, 939"
대구스타디움건너,12841.4863,3549.9582,3,"403, 609, 939"
대구스타디움앞,12841.4831,3549.9351,3,"403, 609, 939"
대구농업마이스터고후문앞,12842.110802,3549.8726,4,"403, 609, 849, 939"
대구농업마이스터고후문건너,12842.109464,3549.851076,4,"403, 609, 849-1, 939"
사월보성2차앞,12842.8866,3550.3277,1,403
사월보성2차건너,12842.942121,3550.349447,1,403
신매역(3번출구),12842.242492,3550.312436,1,937
신매역(4번출구),12842.264018,3550.331991,1,937
상동천주교회건너,12836.5484,3549.7331,1,410-1
미래아트빌앞,12836.8605,3550.0939,1,564
청백다례원,12836.7798,3550.0916,1,564
상동교1,12836.4031,3550.1128,1,가창2
중동서울아파트건너,12836.4679,3550.6446,1,가창2
농협중앙회중동지점건너,12836.6679,3550.8329,1,204
농협중앙회중동지점앞,12836.679902,3550.821987,1,204
중동치안센터건너,12836.5098,3550.8433,1,204
신매태성아파트,12842.333491,3550.084212,1,937
신매태성아파트건너,12842.3462,3550.108,1,937
덕원고등학교건너,12842.3163,3549.7994,8,"349, 403, 609, 724, 849, 937, 939, 수성2"
덕원고등학교앞,12842.2534,3549.8084,3,"403, 609, 939"
삼덕동1,12840.7058,3549.9996,1,403
삼덕동2,12840.7139,3550.0211,1,403
고모동입구,12840.4218,3550.809,3,"수성2, 수성3, 수성3-1"
오성아파트,12840.4365,3550.8537,3,"수성2, 수성3, 수성3-1"
대덕마을앞,12840.1487,3549.7815,2,"403, 수성3-1"
대덕마을건너,12840.0851,3549.7801,2,"403, 수성3"
두리봉터널종점건너,12838.5435,3550.6215,2,"234, 425"
두리봉터널종점,12838.524376,3550.685588,2,"234, 425"
두리봉터널입구건너,12838.9985,3550.7871,2,"234, 425"
두리봉터널입구,12838.9405,3550.8246,2,"234, 425"
흥사단 대구지부건너,12838.3955,3551.6824,3,"323-1, 413, 동구1-1"
만촌1동행정복지센터,12838.382046,3551.965972,2,"524, 937"
범물2동행정복지센터앞,12838.698196,3549.030752,1,814
범물2동행정복지센터건너,12838.715888,3549.02169,1,814
범물우방미진하이츠앞,12838.837018,3548.93742,1,814
성동초등학교앞,12837.976677,3550.431635,6,"100, 234, 349, 수성3-1, 수성4, 순환3"
황금네거리2,12837.427451,3550.326864,5,"204, 814, 급행3, 수성1-1, 수성3-1"
대우트럼프월드수성건너,12837.438697,3550.112488,5,"204, 814, 8140, 수성1, 수성3"
수성못건너,12837.0036,3549.5774,2,"401, 410-1"
대구은행역(1번출구),12836.7593,3551.5988,9,"309, 403, 609, 649, 840, 939, 990, 991, 급행2"
우방아파트삼거리,12839.4016,3550.973,2,"234, 425"
대청초등학교앞,12839.1319,3551.0354,2,"234, 425"
소선여중건너,12839.131695,3551.12589,2,"234, 425"
우방금탑아파트(서편),12839.176,3551.2689,2,"234, 425"
2차대자연맨션건너,12837.0988,3548.6652,6,"240, 304, 405, 413, 449, 가창2"
불교한방병원앞1,12837.457158,3549.462986,1,410-1
대구은행역(2번출구),12836.7626,3551.5819,9,"309, 403, 609, 649, 840, 939, 990, 991, 급행2"
중동치안센터앞,12836.5109,3550.8366,1,204
고산정수사업소건너,12841.9288,3549.8955,4,"403, 609, 849-1, 939"
욱수초등학교건너,12842.4325,3549.9112,7,"349, 403, 609, 724, 849, 937, 수성2"
대공원역(1번출구),12840.825535,3550.566431,18,"100, 100-1, 309, 349, 399, 449, 509, 609, 649, 724, 840, 849, 909, 937, 939, 990, 991, 수성3-1"
대공원역(5번출구),12840.887281,3550.527184,18,"100, 100-1, 309, 349, 399, 449, 509, 609, 649, 724, 840, 849-1, 909, 937, 939, 990, 991, 수성3"
흥사단 대구지부앞,12838.3964,3551.6725,2,"413, 동구1"
메트로팔레스2,12838.2361,3552.165,3,"425, 937, 동구1"
사월동(종점),12842.8424,3550.4867,1,403
수성태영데시앙앞,12837.077,3551.7769,2,"410-1, 동구1"
동성초등학교건너,12836.817598,3551.224433,3,"413, 급행2, 수성4"
고모역앞,12840.6898,3551.5188,1,수성2
팔현마을,12840.1964,3552.0254,1,수성2
메트로팔레스1,12838.2461,3552.1735,3,"425, 937, 동구1-1"
매호성당건너,12842.6828,3550.4265,1,403
수성태영데시앙건너,12837.0678,3551.7452,1,410
수성하이츠,12836.8435,3551.6269,1,동구1-1
차량등록사업소건너1,12838.255077,3552.005977,2,"425, 524"
청구시장건너,12838.6316,3551.8654,3,"323, 413, 937"
수성못오거리5,12836.5601,3549.5392,2,"240, 가창2"
지산영남맨션앞,12837.9517,3549.4118,2,"204, 449"
지산우방아파트,12837.9593,3549.4122,2,"204, 449"
동원초등학교앞,12838.4312,3551.9515,2,"524, 937"
만촌태왕리더스앞2,12838.8949,3551.7388,2,"524, 937"
욱수초등학교앞,12842.41562,3549.84062,7,"349, 403, 609, 724, 849-1, 937, 수성2"
사월역(2번출구),12842.8944,3550.2238,13,"100, 100-1, 309, 399, 449, 509, 609, 649, 840, 849-1, 909, 990, 991"
시지(종점),12842.18642,3549.8357,4,"349, 724, 937, 수성2"
수성구민운동장건너,12837.499,3551.1644,4,"100-1, 234, 814, 수성1-1"
만촌태왕리더스북편,12838.82032,3551.809968,1,937
성동탱자나무마을건너,12843.2853,3550.5749,1,849-1
성동마을앞,12843.262892,3550.944259,1,849
성동마을건너,12843.253141,3550.912208,1,849-1
성동탱자나무마을앞,12843.2796,3550.5827,1,849
시지대성유니드앞,12843.4097,3550.3639,1,849
시지대성유니드건너,12843.4158,3550.3654,1,849-1
매호동서아파트앞,12842.663709,3550.511749,1,403
동문고등학교앞,12839.021808,3552.688413,3,"55, 555, 814"
만촌역(1번출구),12838.6893,3551.5448,3,"990, 991, 수성1-1"
불교한방병원앞2,12837.462777,3549.426302,2,"401, 수성1"
청구시장건너2,12838.748979,3551.835561,1,937
연호지,12840.862384,3644.444468,3,"609, 939, 수성3"
대흥동앞,12841.0157,3549.8767,1,수성3-1
대흥동건너,12840.9911,3549.8763,1,수성3
대구미술관건너,12840.4536,3549.779,1,수성3
대구미술관앞,12840.4741,3549.7615,1,수성3-1
대구시지노인전문병원앞,12842.589,3549.6982,1,939
대구시지노인전문병원건너,12842.62625,3549.666063,1,939
만촌화성파크스위트건너,12839.252413,3552.455596,1,651
연호역(3번출구),12840.3236,3550.7325,1,수성2
이천동(종점),12839.3131,3550.2901,1,수성2
이천동,12839.8032,3550.5352,1,수성2
연호동(종점),12840.0465,3550.193,1,수성2
연호동,12840.228,3550.4197,1,수성2
연호역(3번출구)건너,12840.3344,3550.7107,1,수성2
노변청구타운건너,12841.547567,3550.466795,1,849-1
노변중학교,12841.6993,3550.3033,1,849-1
수성월드메르디앙건너,12841.8787,3550.1006,1,849-1
수성월드메르디앙앞,12841.8849,3550.1014,1,849
노변중학교건너,12841.7027,3550.309,1,849
노변청구타운앞,12841.557066,3550.46321,1,849
연호지건너,12841.096,3550.3411,3,"609, 939, 수성3-1"
육상진흥센터앞,12840.7461,3549.7491,1,수성3-1
육상진흥센터건너,12840.854,3549.7611,1,수성3
소선여중앞,12839.1218,3551.1281,2,"234, 425"
인터불고호텔건너,12839.5307,3552.3699,1,651
동문고등학교정문,12839.0157,3552.6243,1,651
동원초등학교후문앞,12838.362354,3551.868617,1,동구1-1
동원초등학교후문건너,12838.343233,3551.899034,1,동구1
수성도서관앞2,12838.232877,3552.348108,1,동구1-1
가천동건너,12841.106472,3551.088621,1,수성2
동원중학교,12839.058783,3552.562499,1,651
만촌화성파크스위트앞,12839.253627,3552.446422,1,651
인터불고호텔앞,12839.544633,3552.380566,1,651
만촌체육공원,12839.452922,3552.472728,1,651
정평성당건너,12843.5023,3550.1854,1,849
대구지방경찰청건너,12837.9962,3549.714,4,"204, 403, 449, 814"
황금고가교네거리,12838.4563,3550.4405,2,"234, 425"
수성알파시티1,12841.0317,3550.1416,3,"609, 939, 수성3"
수성알파시티2,12841.0389,3550.0854,3,"609, 939, 수성3-1"
덕원고등학교앞2,12842.2571,3549.7985,4,"349, 724, 937, 수성2"
대곡역(1번출구),12830.6686,3548.5363,6,"600, 650, 651, 655, 달성2, 달성5"
대곡역(2번출구),12830.6751,3548.5324,7,"600, 650, 651, 655, 달성1, 달성2, 달성5"
대원고등학교,12830.4678,3548.4501,7,"600, 650, 651, 655, 달성1, 달성2, 달성5"
가창농협건너,12837.3876,3548.2758,6,"240, 304, 405, 413, 449, 가창2"
가창농협앞,12837.390393,3548.264001,6,"240, 304, 405, 413, 449, 가창2"
가창면사무소건너,12837.3334,3548.1713,7,"240, 304, 405, 413, 449, 가창2, 급행2"
가창면사무소앞,12837.3385,3548.1683,7,"240, 304, 405, 413, 449, 가창2, 급행2"
대구텍건너,12837.4034,3547.9621,6,"240, 304, 405, 413, 449, 가창2"
중석타운건너,12837.549,3547.8279,6,"240, 304, 405, 413, 449, 가창2"
중석타운앞,12837.5956,3547.7991,7,"240, 304, 405, 413, 449, 가창2, 급행2"
대일1리점촌마을,12838.9596,3545.8438,2,"405, 가창2"
주1리1,12839.0582,3545.6452,2,"405, 가창2"
삼산리입구앞,12839.394,3544.4269,2,"405, 가창2"
삼산리(삼산교회앞),12839.6062,3544.1758,2,"405, 가창2"
삼산리(삼산교회건너),12839.6265,3544.161,2,"405, 가창2"
삼산리(범동교),12839.6103,3544.0234,1,가창2
우록리(자양마을)앞,12838.9921,3543.4347,1,가창2
대원고등학교건너,12830.5137,3548.4685,6,"600, 650, 651, 655, 달성2, 달성5"
대구교도소건너,12830.142186,3548.307903,8,"600, 650, 651, 655, 달서3, 달성1, 달성2, 달성5"
대구교도소앞,12830.186492,3548.30289,8,"600, 650, 651, 655, 달서3, 달성1, 달성2, 달성5"
화원초등학교건너,12829.950996,3548.232062,8,"600, 650, 651, 655, 달서3, 달성1, 달성2, 달성5"
화원초등학교앞,12829.971963,3548.226192,8,"600, 650, 651, 655, 달서3, 달성1, 달성2, 달성5"
화원농협주유소건너,12829.6932,3548.2911,3,"650, 달서3, 달성1"
화원농협주유소앞,12829.6569,3548.3004,3,"650, 달서3, 달성1"
화원삼주타운앞,12829.3256,3548.4522,2,"650, 달서3"
화원삼주타운건너,12829.2893,3548.4568,2,"650, 달서3"
성산리1,12829.1821,3548.4862,2,"650, 달서3"
성산리2,12829.1447,3548.4896,2,"650, 달서3"
달성중학교앞,12829.615121,3548.066831,5,"600, 651, 655, 달성2, 달성5"
달성중학교건너,12829.6005,3548.0717,5,"600, 651, 655, 달성2, 달성5"
화원고등학교앞,12829.332725,3547.895122,6,"600, 623, 653, 655, 달성2, 달성5"
화원고등학교건너,12829.2236,3547.8378,7,"600, 623, 653, 655, 급행4, 달성2, 달성5"
설화리(시내방향),12829.105,3547.7587,6,"600, 623, 653, 655, 달성2, 달성5"
설화리(시외방향),12829.1016,3547.7627,6,"600, 623, 653, 655, 달성2, 달성5"
옥포간경리1,12828.2639,3547.4205,4,"600, 623, 655, 달성2"
옥포간경리2,12828.288241,3547.416995,4,"600, 623, 655, 달성2"
옥포농협앞,12827.709284,3547.293883,4,"600, 623, 655, 달성2"
본리2,12827.598572,3547.270912,4,"600, 623, 655, 달성2"
선녀곡앞(옥포),12827.167233,3547.096097,4,"600, 623, 655, 달성2"
선녀곡건너(옥포),12827.1561,3547.0825,4,"600, 623, 655, 달성2"
교항리앞,12826.945656,3547.031719,4,"600, 623, 655, 달성2"
교항리건너,12826.956443,3547.019362,4,"600, 623, 655, 달성2"
경서중학교건너,12826.045671,3546.86618,5,"600, 623, 655, 급행4, 달성2"
옥포농협강림지소건너,12825.810289,3546.74369,4,"600, 623, 655, 달성2"
옥포농협강림지소앞,12825.894622,3546.777313,4,"600, 623, 655, 달성2"
논공읍사무소건너2,12825.1892,3546.4108,2,"600, 655"
달성예비군훈련장앞,12825.0076,3546.3158,2,"600, 655"
달성예비군훈련장건너,12825.0089,3546.3251,3,"600, 655, 달성6"
삼리리1(논공),12824.4034,3545.9801,2,"600, 655"
삼리리2(논공),12824.3973,3545.985,3,"600, 655, 달성6"
위천1리앞,12824.057,3545.7169,2,"600, 655"
위천1리건너,12824.0494,3545.7207,3,"600, 655, 달성6"
상리공단,12824.6613,3544.6575,3,"600, 655, 급행4"
상리공단건너,12824.6048,3544.6812,4,"600, 655, 급행4, 달성6"
하리(약산온천)건너,12825.1999,3544.2513,3,"600, 655, 달성6"
현풍할매곰탕건너,12826.721525,3541.66859,5,"600, 달성3, 달성5, 달성6, 달성7"
현풍할매곰탕,12826.725184,3541.675785,5,"600, 달성3, 달성5, 달성6, 달성7"
달성경찰서건너,12826.789268,3541.5295,5,"600, 달성3, 달성5, 달성6, 달성7"
달성경찰서,12826.8249,3541.4505,5,"600, 달성3, 달성5, 달성6, 달성7"
북동초등학교앞,12826.3565,3543.6558,2,"600, 655"
북동초등학교건너,12826.3214,3543.6401,3,"600, 655, 달성6"
성원아파트앞,12826.889,3543.7958,2,"600, 655"
성원아파트건너,12826.8967,3543.7897,3,"600, 655, 달성6"
대동금속건너,12827.3468,3544.1624,2,"600, 655"
대동금속앞,12827.356,3544.1608,3,"600, 655, 달성6"
평화씨엠비앞,12827.8564,3544.4416,3,"600, 655, 달성6"
평화씨엠비건너,12827.8732,3544.45,2,"600, 655"
달성군민운동장앞,12827.129099,3543.752477,2,"600, 655"
달성군민운동장건너,12827.1378,3543.7466,2,"600, 655"
평광3차아파트,12826.8478,3543.6176,2,"600, 655"
평광3차아파트건너,12826.8524,3543.6123,2,"600, 655"
달성산업단지건너,12827.7069,3543.7874,2,"600, 655"
관리공단,12827.6474,3543.7492,2,"600, 655"
대동공업,12827.4139,3543.5764,2,"600, 655"
유신섬유네거리2,12828.0518,3543.9484,2,"600, 655"
이천리(시내방향),12828.0986,3553.3384,1,성서3
이천리(시외방향),12828.1007,3553.3434,1,성서3
달천리(시내방향),12828.9341,3553.2428,1,성서3
달천리(시외방향),12828.9376,3553.2473,1,성서3
박곡리(시내방향),12829.1702,3553.0929,1,성서3
박곡리(시외방향),12829.1589,3553.1098,1,성서3
박곡리해랑포건너,12829.730817,3553.224356,1,성서3
박곡리해랑포앞,12829.743627,3553.226823,1,성서3
방천리1,12830.4288,3553.278,5,"405, 509, 523, 7250, 성서3"
대실역청아람앞,12828.0626,3551.3536,6,"250, 524, 527, 564, 655, 성서2"
강창교1,12828.1316,3551.2852,6,"250, 524, 527, 564, 655, 성서2"
대실역(1번출구),12827.879149,3551.504966,12,"250, 425, 524, 527, 564, 655, 급행1, 달서1, 성서1, 성서1-1, 성서2, 성서3"
대실역(2번출구),12827.880229,3551.48439,7,"524, 527, 564, 655, 급행1, 성서1-1, 성서2"
매곡사거리2,12827.4952,3551.7458,12,"250, 425, 524, 527, 564, 655, 급행1, 달서1, 성서1, 성서1-1, 성서2, 성서3"
건영캐스빌앞,12829.731203,3552.126972,7,"405, 509, 523, 7250, 급행7, 성서1-1, 성서3"
다사농협주유소건너,12829.8059,3552.2575,6,"405, 509, 523, 7250, 성서1-1, 성서3"
다사농협주유소앞,12829.8089,3552.2696,6,"405, 509, 523, 7250, 성서1, 성서3"
서재보성타운건너,12829.8005,3552.6056,5,"405, 509, 523, 7250, 성서3"
서재보성타운앞,12829.8093,3552.5992,5,"405, 509, 523, 7250, 성서3"
성주사앞,12829.9229,3552.8855,5,"405, 509, 523, 7250, 성서3"
단산리(종점),12839.6524,3545.9661,1,가창2
문양리입구1,12825.4561,3552.0202,9,"0-90, 0-91, 0-92, 0-93, 20, 250, 50, 50-1, 성서2"
문양리입구2,12825.4632,3552.0358,9,"0-89, 0-90, 0-93, 20, 250, 50, 50-1, 51, 성서2"
성주사건너,12829.9144,3552.8898,5,"405, 509, 523, 7250, 성서3"
서재금봉타운,12829.8445,3552.4341,6,"405, 509, 523, 7250, 급행7, 성서3"
서재금봉타운건너,12829.8336,3552.4575,6,"405, 509, 523, 7250, 급행7, 성서3"
명곡리1,12829.418996,3547.961215,5,"600, 655, 급행4, 달성2, 달성5"
명곡리2,12829.441052,3547.965318,5,"600, 651, 655, 달성2, 달성5"
천내우방1차,12829.951,3548.4223,1,달성1
천내영남맨션,12830.0085,3548.3605,1,달성1
논공읍사무소건너1,12825.2914,3546.4657,3,"600, 655, 급행4"
논공읍사무소,12825.2107,3546.4305,4,"600, 655, 급행4, 달성6"
삼리1리1,12824.631386,3546.13696,3,"600, 655, 달성6"
금포초등학교건너,12825.4288,3546.5466,5,"600, 623, 655, 달성2, 달성6"
금포초등학교,12825.45687,3546.547113,4,"600, 623, 655, 달성2"
논공삼거리2,12826.1383,3543.597,3,"600, 655, 달성6"
북리1,12826.6632,3543.7229,4,"600, 655, 급행4, 달성6"
북리2,12826.631066,3543.723214,3,"600, 655, 급행4"
한국델파이건너,12827.0538,3543.8469,3,"600, 655, 달성6"
한국델파이앞,12827.0721,3543.8717,2,"600, 655"
현풍농협,12826.6464,3541.8121,4,"600, 달성5, 달성6, 달성7"
현풍주공아파트,12826.5747,3541.5062,1,655
현풍주공아파트2,12826.7685,3541.3937,1,-
냉천2리,12838.9587,3546.7617,1,가창2
상원리(마을회관),12839.7395,3546.7047,1,가창2
우록리(종점),12838.598,3543.3554,1,가창2
설화명곡역(4번출구),12829.488,3547.8249,2,"653, 달성5"
명곡미래빌3단지건너,12829.6839,3547.8442,3,"651, 653, 달성5"
대구텍앞,12837.4138,3547.9714,6,"240, 304, 405, 413, 449, 가창2"
동곡리,12825.4179,3552.7621,2,"20, 성서2"
달서중고등학교건너,12825.3249,3553.0551,2,"20, 성서2"
달서중고등학교,12825.2735,3553.1731,2,"20, 성서2"
묘2리(고려정밀),12825.3189,3553.9206,2,"20, 성서2"
묘1리,12825.2061,3554.207,2,"20, 성서2"
하빈주유소앞,12825.4909,3553.4799,1,성서2
감문1리1,12825.7153,3553.6404,1,성서2
감문1리2,12825.7165,3553.6526,1,성서2
감문1리3,12826.1095,3553.8374,1,성서2
하빈면사무소앞,12826.711,3554.0954,1,성서2
하빈초등학교앞,12826.5504,3554.0458,1,성서2
